PROVINCE NAME>>,<<PROVINCE FIPS>>,<<COUNTRY NAME>>,<<COUNTRY FIPS>>,<<COUNTRY GMI>>,<<PROVINCE GMI
Yunnan>>,<<CH29>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-YNN>>,<<CHN-YNN
Cao Bang>>,<<VM05>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM-CBA>>,<<VNM-CBA
Ha Giang>>,<<VM58>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM-HGN>>,<<VNM-HGN
Beijing>>,<<CH22>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-BJN>>,<<CHN-BJN
Hebei>>,<<CH10>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-HEB>>,<<CHN-HEB
Henan>>,<<CH09>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-HEN>>,<<CHN-HEN
Liaoning>>,<<CH19>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-LNN>>,<<CHN-LNN
Shandong>>,<<CH25>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-SHD>>,<<CHN-SHD
Tianjin>>,<<CH28>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-TNJ>>,<<CHN-TNJ
Hwanghae-bukto>>,<<KN07>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-HBK>>,<<PRK-HBK
Hwanghae-namdo>>,<<KN06>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-HNM>>,<<PRK-HNM
P'yongyang-si>>,<<KN12>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-PSI>>,<<PRK-PSI
Taiwan>>,<<CH>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-TWN>>,<<CHN-TWN
Fujian>>,<<CH07>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-FUJ>>,<<CHN-FUJ
Anhui>>,<<CH01>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-ANH>>,<<CHN-ANH
Guangdong>>,<<CH30>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-GND>>,<<CHN-GND
Jiangxi>>,<<CH03>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-JNG>>,<<CHN-JNG
Jiangsu>>,<<CH04>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-JNS>>,<<CHN-JNS
Shanghai>>,<<CH23>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-SHN>>,<<CHN-SHN
Zhejiang>>,<<CH02>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-ZHJ>>,<<CHN-ZHJ
Chugoku>>,<<JA>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-CGK>>,<<JPN-CGK
Ch'ungch'ong-bukto>>,<<KS05>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-CBK>>,<<KOR-CBK
Inch'on-jikhalsi>>,<<KS12>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-ICH>>,<<KOR-ICH
Kangwon-do>>,<<KS06>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-KDO>>,<<KOR-KDO
Kyonggi-do>>,<<KS13>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-KGD>>,<<KOR-KGD
Seoul-jikhalsi>>,<<KS11>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-SJK>>,<<KOR-SJK
Hamgyong-bukto>>,<<KN16>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-HBU>>,<<PRK-HBU
Kangwon-do>>,<<KN09>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-KDO>>,<<PRK-KDO
Kaesong-si>>,<<KN08>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-KSI>>,<<PRK-KSI
Cholla-bukto>>,<<KS03>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-CBU>>,<<KOR-CBU
Cholla-namdo>>,<<KS16>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-CNA>>,<<KOR-CNA
Ch'ungch'ong-namdo>>,<<KS17>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-CNM>>,<<KOR-CNM
Kyongsang-bukto>>,<<KS14>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-KBU>>,<<KOR-KBU
Kyongsang-namdo>>,<<KS08>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-KNA>>,<<KOR-KNA
Kwangju-jikhalsi>>,<<KS18>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-KWN>>,<<KOR-KWN
Pusan-jikhalsi>>,<<KS10>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-PSN>>,<<KOR-PSN
Taegu-jikhalsi>>,<<KS15>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-TGN>>,<<KOR-TGN
Jilin>>,<<CH05>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-JIL>>,<<CHN-JIL
Chagang-do>>,<<KN01>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-CDO>>,<<PRK-CDO
Hamgyong-namdo>>,<<KN03>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-HNA>>,<<PRK-HNA
P'yongan-bukto>>,<<KN11>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-PBU>>,<<PRK-PBU
P'yongan-namdo>>,<<KN15>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-PNA>>,<<PRK-PNA
Yanggang-do>>,<<KN13>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK-YDO>>,<<PRK-YDO
Kyushu>>,<<JA>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-KYS>>,<<JPN-KYS
Okinawa>>,<<JA47>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-OKN>>,<<JPN-OKN
Shikoku>>,<<JA>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-SHK>>,<<JPN-SHK
Cheju-do>>,<<KS01>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR-CDO>>,<<KOR-CDO
Brunei>>,<<BX>>,<<Brunei>>,<<BX>>,<<BRN>>,<<BRN>>,<<BRN
Kalimantan Timur>>,<<ID14>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN-KTI>>,<<IDN-KTI
Sabah>>,<<MY16>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS-SAB>>,<<MYS-SAB
Sarawak>>,<<MY11>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS-SRW>>,<<MYS-SRW
Central Visayas>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-CVS>>,<<PHL-CVS
Western Mindanao>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-WMN>>,<<PHL-WMN
Western Visayas>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-WVS>>,<<PHL-WVS
Hong Kong>>,<<CH>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-HKG>>,<<CHN-HKG
Macau>>,<<CH>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-MAC>>,<<CHN-MAC
Bicol>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-BCL>>,<<PHL-BCL
Cordillera Administrative Region>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-CAR>>,<<PHL-CAR
Cagayan Valley>>,<<RP14>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-CGV>>,<<PHL-CGV
Central Luzon>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-CLZ>>,<<PHL-CLZ
Ilocos>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-ILC>>,<<PHL-ILC
National Capital Region>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-NCR>>,<<PHL-NCR
Southern Tagalog>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-STG>>,<<PHL-STG
Sulawesi Utara>>,<<ID23>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN-SUT>>,<<IDN-SUT
Central Mindanao>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-CMN>>,<<PHL-CMN
Eastern Visayas>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-EVS>>,<<PHL-EVS
Northern Mindanao>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-NMN>>,<<PHL-NMN
Southern Mindanao>>,<<RP>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL-SMN>>,<<PHL-SMN
Palau>>,<<PS>>,<<Palau>>,<<PS>>,<<PLW>>,<<PLW>>,<<PLW
Nei Mongol>>,<<CH20>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-NMN>>,<<CHN-NMN
Hentiy>>,<<MG11>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-HNT>>,<<MNG-HNT
Evenkiyskiy avtonomnyy okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-EVE>>,<<RUS-EVE
Irkutskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-IRK>>,<<RUS-IRK
Krasnoyarskiy kray>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KRA>>,<<RUS-KRA
Taymyrskiy(Dolgano-Nenetskiy) avt.okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-TAY>>,<<RUS-TAY
Arhangay>>,<<MG01>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-ARH>>,<<MNG-ARH
Bayanhongor>>,<<MG02>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-BYN>>,<<MNG-BYN
Dzavhan>>,<<MG09>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-DZV>>,<<MNG-DZV
Govi-Altay>>,<<MG10>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-GAL>>,<<MNG-GAL
Hovd>>,<<MG12>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-HOV>>,<<MNG-HOV
Hovsgol>>,<<MG13>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-HVS>>,<<MNG-HVS
Uvs>>,<<MG19>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-UVS>>,<<MNG-UVS
Respublika Tyva>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-TUV>>,<<RUS-TUV
Bulgan>>,<<MG21>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-BLG>>,<<MNG-BLG
Dundgovi>>,<<MG08>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-DND>>,<<MNG-DND
Darhan>>,<<MG05>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-DRH>>,<<MNG-DRH
Ovorhangay>>,<<MG15>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-OVR>>,<<MNG-OVR
Selenge>>,<<MG16>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-SLN>>,<<MNG-SLN
Tov>>,<<MG18>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-TOV>>,<<MNG-TOV
Ulaanbaatar>>,<<MG20>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-ULN>>,<<MNG-ULN
Respublika Buryatiya>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-BUR>>,<<RUS-BUR
Ust'-Ordynskiy Buryatskiy avt.okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-UOB>>,<<RUS-UOB
Heilongjiang>>,<<CH08>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-HLN>>,<<CHN-HLN
Dornod>>,<<MG06>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-DRN>>,<<MNG-DRN
Suhbaatar>>,<<MG17>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-SHB>>,<<MNG-SHB
Aginskiy Buryatskiy avtonomnyy okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-AGB>>,<<RUS-AGB
Amurskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-AMU>>,<<RUS-AMU
Chitinskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-CHI>>,<<RUS-CHI
Primorskiy kray>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-PRM>>,<<RUS-PRM
Respublika Sakha(Yakutiya)>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-YAK>>,<<RUS-YAK
Yevreyskaya avtonomnaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-YEV>>,<<RUS-YEV
Kamchatskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KAM>>,<<RUS-KAM
Khabarovskiy kray>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KHA>>,<<RUS-KHA
Koryakskiy avtonomnyy okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KOR>>,<<RUS-KOR
Magadanskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-MAG>>,<<RUS-MAG
Sakhalinskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-SAK>>,<<RUS-SAK
Guam>>,<<GQ>>,<<Guam>>,<<GQ>>,<<GUM>>,<<GUM>>,<<GUM
Chubu>>,<<JA>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-CHB>>,<<JPN-CHB
Hokkaido>>,<<JA12>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-HKK>>,<<JPN-HKK
Kinki>>,<<JA>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-KIN>>,<<JPN-KIN
Kanto>>,<<JA>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-KNT>>,<<JPN-KNT
Tohoku>>,<<JA>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN-THO>>,<<JPN-THO
Northern Mariana Is.>>,<<CQ>>,<<Northern Mariana Is.>>,<<CQ>>,<<MNP>>,<<MNP>>,<<MNP
French Southern Territories>>,<<FS>>,<<French Southern & Antarctic Lands>>,<<FS>>,<<ATF>>,<<ATF>>,<<ATF
Fiji>>,<<FJ>>,<<Fiji>>,<<FJ>>,<<FJI>>,<<FJI>>,<<FJI
Moyen-Ogooue>>,<<GB03>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB-MOG>>,<<GAB-MOG
Ngounie>>,<<GB04>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB-NGO>>,<<GAB-NGO
Nyanga>>,<<GB05>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB-NYN>>,<<GAB-NYN
Ogooue-Maritime>>,<<GB08>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB-OMR>>,<<GAB-OMR
Heard Island>>,<<HM>>,<<Heard I. & McDonald Is.>>,<<HM>>,<<AUS>>,<<HMD>>,<<HMD
Bandundu>>,<<CG01>>,<<Congo, DRC>>,<<CG>>,<<COD>>,<<COD-BAN>>,<<COD-BAN
Kasai-Occidental>>,<<CG03>>,<<Congo, DRC>>,<<CG>>,<<COD>>,<<COD-KOC>>,<<COD-KOC
Antarctica>>,<<AY>>,<<Antarctica>>,<<AY>>,<<ATA>>,<<ATA>>,<<ATA
Bouvet I.>>,<<BV>>,<<Bouvet I.>>,<<BV>>,<<NOR>>,<<NOR-BVT>>,<<NOR-BVT
Wellington>>,<<NZ>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL-WLL>>,<<NZL-WLL
Mbeya>>,<<TZ09>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA-MBE>>,<<TZA-MBE
Rukwa>>,<<TZ24>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA-RUK>>,<<TZA-RUK
Prince Edwards Islands>>,<<SF>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF-PS2>>,<<ZAF-PS2
Luapula>>,<<ZA04>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-LUA>>,<<ZMB-LUA
Northern>>,<<ZA05>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-NRT>>,<<ZMB-NRT
Lunda Norte>>,<<AO17>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-LNO>>,<<AGO-LNO
Lunda Sul>>,<<AO18>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-LSU>>,<<AGO-LSU
Malanje>>,<<AO12>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-MLN>>,<<AGO-MLN
Luderitz>>,<<WA09>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-LDR>>,<<NAM-LDR
Maltahohe>>,<<WA10>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-MLT>>,<<NAM-MLT
Zanzibar Central/South>>,<<TZ21>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA-ZCN>>,<<TZA-ZCN
Northern Cape>>,<<SF>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF-NCP>>,<<ZAF-NCP
Western Cape>>,<<SF>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF-WCP>>,<<ZAF-WCP
Kgalagadi>>,<<BC04>>,<<Botswana>>,<<BC>>,<<BWA>>,<<BWA-KGL>>,<<BWA-KGL
Bethanien>>,<<WA01>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-BTH>>,<<NAM-BTH
Karasburg>>,<<WA20>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-KRS>>,<<NAM-KRS
Keetmanshoop>>,<<WA08>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-KTM>>,<<NAM-KTM
Mariental>>,<<WA26>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-MRN>>,<<NAM-MRN
Namaland>>,<<WA27>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-NML>>,<<NAM-NML
Rehoboth>>,<<WA16>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-RHB>>,<<NAM-RHB
Windhoek>>,<<WA21>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-WND>>,<<NAM-WND
Bengo>>,<<AO19>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-BEN>>,<<AGO-BEN
Cuanza Norte>>,<<AO05>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-CNO>>,<<AGO-CNO
Cuanza Sul>>,<<AO06>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-CSU>>,<<AGO-CSU
Luanda>>,<<AO20>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-LUA>>,<<AGO-LUA
Uige>>,<<AO15>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-UIG>>,<<AGO-UIG
Zaire>>,<<AO16>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-ZAI>>,<<AGO-ZAI
Pool>>,<<CF11>>,<<Congo>>,<<CF>>,<<COG>>,<<COG-POO>>,<<COG-POO
Bas-Zaire>>,<<CG08>>,<<Congo, DRC>>,<<CG>>,<<COD>>,<<COD-BZA>>,<<COD-BZA
Kinshasa>>,<<CG06>>,<<Congo, DRC>>,<<CG>>,<<COD>>,<<COD-KNS>>,<<COD-KNS
Cabinda>>,<<AO03>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-CBN>>,<<AGO-CBN
Bouenza>>,<<CF01>>,<<Congo>>,<<CF>>,<<COG>>,<<COG-BOU>>,<<COG-BOU
Cuvette>>,<<CF03>>,<<Congo>>,<<CF>>,<<COG>>,<<COG-CVT>>,<<COG-CVT
Kouilou>>,<<CF04>>,<<Congo>>,<<CF>>,<<COG>>,<<COG-KOU>>,<<COG-KOU
Lekoumou>>,<<CF05>>,<<Congo>>,<<CF>>,<<COG>>,<<COG-LEK>>,<<COG-LEK
Niari>>,<<CF07>>,<<Congo>>,<<CF>>,<<COG>>,<<COG-NIA>>,<<COG-NIA
Plateaux>>,<<CF08>>,<<Congo>>,<<CF>>,<<COG>>,<<COG-PLT>>,<<COG-PLT
Haut-Ogooue>>,<<GB02>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB-HOG>>,<<GAB-HOG
Ogooue-Lolo>>,<<GB07>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB-OLO>>,<<GAB-OLO
Bie>>,<<AO02>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-BIE>>,<<AGO-BIE
Benguela>>,<<AO01>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-BNG>>,<<AGO-BNG
Cuando Cubango>>,<<AO04>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-CCB>>,<<AGO-CCB
Cunene>>,<<AO07>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-CUN>>,<<AGO-CUN
Huambo>>,<<AO08>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-HUA>>,<<AGO-HUA
Huila>>,<<AO09>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-HUI>>,<<AGO-HUI
Moxico>>,<<AO14>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-MOX>>,<<AGO-MOX
Namibe>>,<<AO13>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO-NAM>>,<<AGO-NAM
Damaraland>>,<<WA22>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-DMR>>,<<NAM-DMR
Kaokoland>>,<<WA06>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-KKL>>,<<NAM-KKL
Karibib>>,<<WA07>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-KRB>>,<<NAM-KRB
Omaruru>>,<<WA12>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-OMR>>,<<NAM-OMR
Otjiwarongo>>,<<WA13>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-OTJ>>,<<NAM-OTJ
Outjo>>,<<WA14>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-OUT>>,<<NAM-OUT
Owambo>>,<<WA15>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-OWM>>,<<NAM-OWM
Swakopmund>>,<<WA17>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-SWK>>,<<NAM-SWK
Boesmanland>>,<<WA03>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-BSM>>,<<NAM-BSM
Gobabis>>,<<WA04>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-GBB>>,<<NAM-GBB
Grootfontein>>,<<WA05>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-GRT>>,<<NAM-GRT
Hereroland Oos>>,<<WA23>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-HOO>>,<<NAM-HOO
Hereroland Wes>>,<<WA24>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-HWE>>,<<NAM-HWE
Kavango>>,<<WA25>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-KVN>>,<<NAM-KVN
Okahandja>>,<<WA11>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-OKH>>,<<NAM-OKH
Tsumeb>>,<<WA18>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-TSM>>,<<NAM-TSM
Tete>>,<<MZ08>>,<<Mozambique>>,<<MZ>>,<<MOZ>>,<<MOZ-TET>>,<<MOZ-TET
Central>>,<<ZA02>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-CNT>>,<<ZMB-CNT
Copperbelt>>,<<ZA08>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-CPP>>,<<ZMB-CPP
Eastern>>,<<ZA03>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-EST>>,<<ZMB-EST
Lusaka>>,<<ZA09>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-LUS>>,<<ZMB-LUS
North-Western>>,<<ZA06>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-NWS>>,<<ZMB-NWS
Southern>>,<<ZA07>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-STH>>,<<ZMB-STH
Western>>,<<ZA01>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB-WST>>,<<ZMB-WST
Mashonaland Central>>,<<ZI03>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE-MCN>>,<<ZWE-MCN
Chobe>>,<<BC02>>,<<Botswana>>,<<BC>>,<<BWA>>,<<BWA-CHO>>,<<BWA-CHO
Central>>,<<BC01>>,<<Botswana>>,<<BC>>,<<BWA>>,<<BWA-CNT>>,<<BWA-CNT
Ghanzi>>,<<BC03>>,<<Botswana>>,<<BC>>,<<BWA>>,<<BWA-GHN>>,<<BWA-GHN
North-East>>,<<BC08>>,<<Botswana>>,<<BC>>,<<BWA>>,<<BWA-NEA>>,<<BWA-NEA
Ngamiland>>,<<BC07>>,<<Botswana>>,<<BC>>,<<BWA>>,<<BWA-NGM>>,<<BWA-NGM
Caprivi Oos>>,<<WA02>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM-COO>>,<<NAM-COO
Matabeleland North>>,<<ZI06>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE-MNR>>,<<ZWE-MNR
Manica>>,<<MZ10>>,<<Mozambique>>,<<MZ>>,<<MOZ>>,<<MOZ-MAN>>,<<MOZ-MAN
Midlands>>,<<ZI02>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE-MDL>>,<<ZWE-MDL
Mashonaland East>>,<<ZI04>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE-MEA>>,<<ZWE-MEA
Manicaland>>,<<ZI01>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE-MNC>>,<<ZWE-MNC
Matabeleland South>>,<<ZI07>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE-MSO>>,<<ZWE-MSO
Masvingo>>,<<ZI08>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE-MSV>>,<<ZWE-MSV
Mashonaland West>>,<<ZI05>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE-MWE>>,<<ZWE-MWE
Mwanza>>,<<TZ12>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA-MWN>>,<<TZA-MWN
Shinyanga>>,<<TZ15>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA-SHN>>,<<TZA-SHN
Tabora>>,<<TZ17>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA-TAB>>,<<TZA-TAB
Ziwa Magharibi>>,<<TZ19>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA-ZMG>>,<<TZA-ZMG
South Buganda>>,<<UG12>>,<<Uganda>>,<<UG>>,<<UGA>>,<<UGA-STB>>,<<UGA-STB
Kivu>>,<<CG07>>,<<Congo, DRC>>,<<CG>>,<<COD>>,<<COD-KIV>>,<<COD-KIV
Kasai-Oriental>>,<<CG04>>,<<Congo, DRC>>,<<CG>>,<<COD>>,<<COD-KOR>>,<<COD-KOR
Shaba>>,<<CG05>>,<<Congo, DRC>>,<<CG>>,<<COD>>,<<COD-SHA>>,<<COD-SHA
